DATE,Nitrogen Oxides,Respirable Suspended Particulates,Sulphur Dioxide
2018-10-17,51.0,22.0,5.0
2018-10-18,49.5,16.0,4.0
2018-10-19,35.5,42.0,4.0
2018-10-20,32.0,35.0,4.0
2018-10-21,27.0,33.0,4.0
2018-10-22,62.5,30.0,5.0
2018-10-23,74.0,37.0,5.0
2018-10-24,42.5,30.0,5.0
2018-10-25,41.5,37.0,5.0
2018-10-26,85.0,71.0,8.0
2018-10-27,56.0,40.0,6.0
2018-10-28,66.0,49.0,11.0
2018-10-29,84.0,40.0,9.0
2018-10-30,64.5,42.0,10.0
2018-10-31,51.0,48.0,11.0
2018-11-01,43.5,46.0,9.0
2018-11-02,61.0,45.0,4.0
2018-11-03,65.0,25.0,5.0
2018-11-04,36.0,24.0,4.5
2018-11-05,33.5,25.0,5.0
2018-11-06,34.5,24.0,5.0
2018-11-07,45.0,30.0,6.0
2018-11-08,96.5,55.0,8.0
2018-11-09,56.0,39.0,6.0
2018-11-10,32.0,35.0,4.0
2018-11-11,37.5,35.0,5.0
2018-11-12,103.5,54.0,12.0
2018-11-13,45.5,37.0,6.0
2018-11-14,37.0,31.0,4.0
2018-11-15,32.0,41.0,4.0
2018-11-16,44.5,36.0,5.0
2018-11-17,39.5,31.0,4.0
2018-11-18,42.0,18.5,6.0
2018-11-19,66.5,32.0,7.0
2018-11-20,38.0,27.0,6.0
2018-11-21,67.5,42.0,7.0
2018-11-22,51.0,31.0,6.0
2018-11-23,66.5,48.0,8.0
2018-11-24,40.5,42.0,6.0
2018-11-25,50.5,35.0,6.0
2018-11-26,61.0,12.0,5.0
2018-11-27,81.5,31.0,7.0
2018-11-28,67.0,23.0,5.0
2018-11-29,65.5,41.0,7.0
2018-11-30,42.0,43.0,7.0
2018-12-01,43.0,49.0,7.0
2018-12-02,37.5,41.0,7.0
2018-12-03,64.0,33.0,6.0
2018-12-04,107.0,25.0,8.0
2018-12-05,61.5,28.0,6.0
2018-12-06,56.0,32.0,6.0
2018-12-07,72.5,34.0,7.0
2018-12-08,62.5,27.0,5.0
2018-12-09,58.0,24.0,6.0
2018-12-10,91.0,30.0,7.0
2018-12-11,73.0,32.0,7.0
2018-12-12,65.0,25.0,6.0
2018-12-13,69.0,34.0,6.0
2018-12-14,84.0,39.0,6.0
2018-12-15,81.0,44.0,7.0
2018-12-16,76.0,48.0,7.0
2018-12-17,67.0,33.0,7.0
2018-12-18,79.0,41.0,8.0
2018-12-19,46.5,50.0,7.0
2018-12-20,67.5,53.5,6.0
2018-12-21,60.0,43.0,6.0
2018-12-22,69.0,43.0,7.0
2018-12-23,46.0,23.0,5.0
2018-12-24,58.5,17.0,4.0
2018-12-25,55.5,30.0,6.0
2018-12-26,123.0,40.0,11.0
2018-12-27,76.5,37.0,6.0
2018-12-28,50.5,32.0,5.0
2018-12-29,52.5,27.0,5.0
2018-12-30,50.5,47.0,6.0
2018-12-31,63.5,40.0,5.0
2019-01-01,57.5,35.0,5.0
2019-01-02,76.0,38.0,6.0
2019-01-03,85.0,21.0,4.0
2019-01-04,119.0,34.0,5.0
2019-01-05,269.0,99.0,10.0
2019-01-06,84.0,41.5,6.0
2019-01-07,73.0,35.5,6.0
2019-01-08,128.0,56.0,6.0
2019-01-09,60.0,41.0,5.0
2019-01-10,57.5,36.0,4.0
2019-01-11,151.0,45.0,4.0
2019-01-12,263.0,120.0,9.0
2019-01-13,47.5,32.0,3.0
2019-01-14,68.5,45.0,4.0
2019-01-15,88.0,34.0,3.0
2019-01-16,63.0,35.0,5.0
2019-01-17,71.5,34.0,4.0
2019-01-18,69.5,44.5,5.0
2019-01-19,70.0,52.0,5.0
2019-01-20,67.0,28.0,4.0
2019-01-21,60.0,43.0,5.0
2019-01-22,69.0,73.0,6.0
2019-01-23,97.5,65.0,6.0
2019-01-24,73.5,64.0,6.0
2019-01-25,150.0,59.0,6.0
2019-01-26,85.5,64.0,6.0
2019-01-27,42.5,67.0,6.0
2019-01-28,67.0,35.0,5.0
2019-01-29,71.0,32.0,5.0
2019-01-30,59.0,30.0,5.0
2019-01-31,109.5,39.0,5.0
2019-02-01,52.5,34.0,5.0
2019-02-02,37.5,40.0,4.0
2019-02-03,85.0,56.0,4.0
2019-02-04,104.5,42.0,6.0
2019-02-05,33.0,47.0,4.0
2019-02-06,40.0,50.0,4.0
2019-02-07,43.5,22.0,5.0
2019-02-08,51.0,30.0,4.0
2019-02-09,28.5,32.0,3.0
2019-02-10,22.5,20.0,4.0
2019-02-11,43.5,26.0,4.0
2019-02-12,59.0,16.0,4.0
2019-02-13,78.0,26.0,5.0
2019-02-14,35.5,19.0,4.0
2019-02-15,43.0,17.0,4.0
2019-02-16,59.5,21.0,4.0
2019-02-17,23.0,18.0,4.0
2019-02-18,65.5,16.0,4.0
2019-02-19,61.5,13.0,4.0
2019-02-20,56.5,28.5,4.0
2019-02-21,55.5,23.0,4.0
2019-02-22,89.0,25.0,5.0
2019-02-23,53.5,24.0,5.0
2019-02-24,51.0,12.0,4.0
2019-02-25,78.0,24.0,4.0
2019-02-26,47.5,36.0,3.0
2019-02-27,47.0,42.0,4.0
2019-02-28,73.0,35.5,4.0
2019-03-01,38.0,28.0,3.0
2019-03-02,43.5,32.0,3.0
2019-03-03,74.0,24.0,4.0
2019-03-04,44.0,25.0,4.0
2019-03-05,55.0,28.0,4.0
2019-03-06,57.5,31.0,4.0
2019-03-07,62.5,11.0,3.0
2019-03-08,34.0,15.0,3.0
2019-03-09,80.0,14.0,3.5
2019-03-10,67.5,17.0,3.0
2019-03-11,82.5,21.0,3.0
2019-03-12,69.5,32.0,4.0
2019-03-13,41.0,44.0,4.0
2019-03-14,71.5,46.0,4.0
2019-03-15,61.0,36.0,4.0
2019-03-16,40.0,39.0,5.0
2019-03-17,28.0,53.0,5.0
2019-03-18,71.5,40.0,4.0
2019-03-19,84.0,33.0,5.0
2019-03-20,54.0,43.0,4.0
2019-03-21,56.5,26.0,5.0
2019-03-22,69.0,20.0,5.0
2019-03-23,37.5,15.0,3.0
2019-03-24,29.0,13.0,3.0
2019-03-25,103.0,26.0,5.0
2019-03-26,57.5,27.0,4.0
2019-03-27,46.5,30.0,4.0
2019-03-28,72.5,34.0,4.0
2019-03-29,71.0,24.0,5.0
2019-03-30,62.5,23.0,4.0
2019-03-31,22.5,43.0,3.0
2019-04-01,33.5,52.0,4.0
2019-04-02,36.0,29.0,4.0
2019-04-03,39.0,31.0,4.0
2019-04-04,43.0,28.0,3.0
2019-04-05,70.5,51.0,6.0
2019-04-06,75.0,56.0,6.0
2019-04-07,47.0,21.0,4.0
2019-04-08,52.0,16.0,4.0
2019-04-09,48.0,14.0,4.0
2019-04-10,60.0,19.0,5.0
2019-04-11,54.0,22.0,4.0
2019-04-12,38.0,15.0,3.0
2019-04-13,33.5,26.0,3.0
2019-04-14,30.5,24.0,4.0
2019-04-15,34.5,40.0,4.0
2019-04-16,79.5,21.0,3.0
2019-04-17,78.5,21.5,5.0
2019-04-18,53.0,24.0,4.0
2019-04-19,55.5,16.0,4.0
2019-04-20,63.0,16.0,4.0
2019-04-21,55.0,21.0,5.0
2019-04-22,48.0,18.0,6.0
2019-04-23,54.0,17.0,4.0
2019-04-24,46.5,18.0,4.0
2019-04-25,46.5,24.0,5.0
2019-04-26,50.5,27.0,4.0
2019-04-27,31.5,27.0,4.0
2019-04-28,23.5,22.0,5.0
2019-04-29,43.5,26.0,5.0
2019-04-30,69.0,20.5,5.0
2019-05-01,67.0,34.0,7.0
2019-05-02,41.0,30.0,4.0
2019-05-03,38.0,42.0,4.0
2019-05-04,34.5,37.0,4.0
2019-05-05,21.0,13.0,4.0
2019-05-06,32.0,9.0,4.0
2019-05-07,34.0,13.0,4.0
2019-05-08,37.5,17.0,4.0
2019-05-09,75.5,12.0,4.0
2019-05-10,76.5,20.0,5.0
2019-05-11,54.0,33.0,6.0
2019-05-12,23.5,25.0,5.0
2019-05-13,29.0,32.0,4.0
2019-05-14,57.0,20.0,5.0
2019-05-15,55.0,20.0,5.0
2019-05-16,39.0,26.0,4.0
2019-05-17,35.5,25.0,5.0
2019-05-18,31.0,24.0,5.0
2019-05-19,27.0,24.0,5.0
2019-05-20,59.0,27.5,5.0
2019-05-21,30.5,35.0,5.0
2019-05-22,45.0,43.0,5.0
2019-05-23,34.5,35.0,4.5
2019-05-24,27.0,36.0,4.0
2019-05-25,37.0,24.0,5.0
2019-05-26,55.0,12.0,5.0
2019-05-27,88.0,14.0,6.0
2019-05-28,105.0,14.0,6.0
2019-05-29,28.0,21.0,5.0
2019-05-30,34.5,27.0,5.0
2019-05-31,68.0,19.0,6.0
2019-06-01,51.5,11.0,5.0
2019-06-02,58.0,12.0,5.0
2019-06-03,55.5,13.0,5.0
2019-06-04,76.5,16.0,6.0
2019-06-05,55.0,14.0,4.5
2019-06-06,38.0,14.0,5.0
2019-06-07,31.0,10.0,4.0
2019-06-08,33.0,11.0,5.0
2019-06-09,19.0,12.0,4.0
2019-06-10,42.0,15.0,5.0
2019-06-11,97.5,15.0,4.0
2019-06-12,72.5,21.0,4.0
2019-06-13,74.5,17.0,4.0
2019-06-14,55.0,25.0,5.0
2019-06-15,42.0,23.0,5.0
2019-06-16,18.5,28.0,4.0
2019-06-17,36.0,19.0,4.0
2019-06-18,53.5,11.0,5.0
2019-06-19,62.0,15.0,5.0
2019-06-20,42.0,12.0,5.0
2019-06-21,31.0,12.0,4.0
2019-06-22,31.5,14.0,4.0
2019-06-23,25.5,14.0,4.0
2019-06-24,49.5,16.5,4.0
2019-06-25,86.0,15.0,5.0
2019-06-26,71.5,16.0,6.0
2019-06-27,52.0,19.0,5.0
2019-06-28,49.0,18.0,5.0
2019-06-29,46.5,18.0,5.0
2019-06-30,45.0,15.0,5.0
2019-07-01,23.5,11.0,4.0
2019-07-02,29.5,10.0,4.5
2019-07-03,52.0,13.0,4.0
2019-07-04,45.0,27.0,5.0
2019-07-05,42.0,19.0,5.0
2019-07-06,34.0,18.0,5.0
2019-07-07,26.0,18.0,5.0
2019-07-08,30.5,26.0,5.0
2019-07-09,29.5,28.0,5.0
2019-07-10,66.5,22.0,5.0
2019-07-11,63.5,20.0,7.0
2019-07-12,33.5,28.0,5.0
2019-07-13,28.0,29.0,4.0
2019-07-14,26.0,29.0,4.0
2019-07-15,42.5,28.0,5.0
2019-07-16,55.5,27.0,5.0
2019-07-17,69.0,49.0,7.0
2019-07-18,78.5,65.0,8.0
2019-07-19,92.5,32.0,6.0
2019-07-20,70.0,22.0,4.0
2019-07-21,54.5,20.0,5.0
2019-07-22,58.5,19.0,5.0
2019-07-23,51.0,16.0,5.0
2019-07-24,37.0,16.0,5.0
2019-07-25,42.5,16.0,5.0
2019-07-26,43.5,16.5,5.0
2019-07-27,40.0,15.0,6.0
2019-07-28,45.0,12.0,6.5
2019-07-29,31.5,8.5,4.0
2019-07-30,25.0,12.0,3.0
2019-07-31,19.0,9.0,3.0
2019-08-01,25.5,12.0,3.0
2019-08-02,34.0,16.5,3.0
2019-08-03,35.0,10.0,4.0
2019-08-04,32.0,19.0,4.0
2019-08-05,38.0,17.0,4.0
2019-08-06,47.0,16.0,4.0
2019-08-07,44.5,20.0,4.0
2019-08-08,63.0,47.0,7.0
2019-08-09,69.0,45.0,8.0
2019-08-10,38.0,34.0,3.0
2019-08-11,27.0,19.0,3.0
2019-08-12,36.0,20.0,3.5
2019-08-13,38.5,20.0,4.0
2019-08-14,52.0,21.0,4.0
2019-08-15,47.5,21.0,5.0
2019-08-16,49.5,21.0,3.0
2019-08-17,62.5,16.0,3.0
2019-08-18,49.0,14.0,3.0
2019-08-19,71.0,25.0,5.0
2019-08-20,37.0,25.0,4.0
2019-08-21,48.0,20.0,4.5
2019-08-22,64.5,28.0,7.0
2019-08-23,65.5,34.0,6.0
2019-08-24,80.5,66.0,9.0
2019-08-25,64.5,31.0,5.0
2019-08-26,68.0,13.0,4.0
2019-08-27,48.0,18.0,3.0
2019-08-28,62.5,33.0,5.0
2019-08-29,33.5,14.0,5.0
2019-08-30,71.0,11.5,4.0
2019-08-31,35.5,9.5,3.0
2019-09-01,23.5,15.5,4.0
2019-09-02,33.5,12.0,4.0
2019-09-03,34.5,17.0,4.0
2019-09-04,33.5,10.0,3.0
2019-09-05,36.5,11.0,4.0
2019-09-06,38.0,13.5,5.0
2019-09-07,71.0,31.0,6.0
2019-09-08,51.0,26.5,6.5
2019-09-09,55.5,25.0,5.0
2019-09-10,45.0,13.0,3.0
2019-09-11,48.0,16.0,4.0
2019-09-12,51.5,20.0,4.0
2019-09-13,51.0,19.0,5.0
2019-09-14,36.0,19.0,4.0
2019-09-15,38.0,24.0,4.0
2019-09-16,46.0,25.0,4.0
2019-09-17,47.0,35.0,4.0
2019-09-18,51.0,38.5,4.0
2019-09-19,47.0,39.0,6.0
2019-09-20,66.5,46.0,7.0
2019-09-21,53.0,48.0,9.0
2019-09-22,29.0,41.0,8.0
2019-09-23,42.0,35.0,6.0
2019-09-24,40.0,36.0,5.0
2019-09-25,51.5,42.0,5.0
2019-09-26,53.0,41.0,5.0
2019-09-27,55.0,52.0,6.0
2019-09-28,54.5,47.0,6.0
2019-09-29,51.5,61.0,7.0
2019-09-30,83.5,83.5,9.0
2019-10-01,60.0,66.0,12.0
2019-10-02,52.0,49.0,6.0
2019-10-03,50.5,32.0,5.0
2019-10-04,60.0,26.0,5.0
2019-10-05,67.5,23.0,6.0
2019-10-06,29.5,21.0,5.0
2019-10-07,28.5,27.0,4.0
2019-10-08,41.0,31.0,5.0
2019-10-09,33.5,35.0,4.0
2019-10-10,43.5,32.0,4.0
2019-10-11,69.0,44.0,6.0
2019-10-12,66.0,47.0,6.0
2019-10-13,35.0,26.0,4.0
2019-10-14,44.5,36.0,4.0
2019-10-15,38.5,33.0,5.0
2019-10-16,41.0,30.0,5.0
2019-10-17,48.0,36.0,6.0
2019-10-18,54.0,45.0,7.0
2019-10-19,45.5,52.0,7.0
2019-10-20,35.0,43.0,5.0
2019-10-21,49.0,43.0,6.0
2019-10-22,51.0,36.0,6.0
2019-10-23,39.0,33.0,5.0
2019-10-24,38.0,39.0,6.0
2019-10-25,34.5,39.0,5.0
2019-10-26,32.5,42.0,5.0
2019-10-27,37.5,60.0,6.0
2019-10-28,57.0,57.0,6.0
2019-10-29,59.0,22.0,5.0
2019-10-30,62.5,44.0,6.0
2019-10-31,60.0,64.0,6.0
2019-11-01,44.0,45.0,5.0
2019-11-02,38.0,40.0,6.0
2019-11-03,45.0,48.0,6.0
2019-11-04,55.5,67.0,9.0
2019-11-05,62.0,60.0,8.0
2019-11-06,58.5,58.0,6.0
2019-11-07,60.0,52.0,8.5
2019-11-08,44.0,51.0,8.5
2019-11-09,40.0,47.0,7.5
2019-11-10,53.0,48.0,6.0
2019-11-11,58.5,42.5,5.5
2019-11-12,35.0,37.5,4.5
2019-11-13,45.0,56.0,5.0
2019-11-14,46.0,61.0,8.0
2019-11-15,44.5,58.0,5.0
2019-11-16,34.0,45.0,4.0
2019-11-17,56.5,34.0,4.0
2019-11-18,92.5,68.0,8.0
2019-11-19,53.0,51.0,6.0
2019-11-20,56.5,42.0,6.0
2019-11-21,80.0,51.0,7.0
2019-11-22,92.0,40.0,8.0
2019-11-23,65.0,26.0,5.0
2019-11-24,46.5,29.0,5.0
2019-11-25,51.0,32.0,5.0
2019-11-26,41.0,52.0,6.0
2019-11-27,61.5,35.0,5.0
2019-11-28,59.0,35.0,6.0
2019-11-29,49.0,27.0,6.0
2019-11-30,51.5,34.0,6.0
2019-12-01,72.5,47.0,7.0
2019-12-02,46.5,45.0,8.0
2019-12-03,52.5,46.0,8.0
2019-12-04,58.0,50.0,9.0
2019-12-05,42.0,35.0,8.0
2019-12-06,44.5,48.5,10.0
2019-12-07,62.5,49.0,9.0
2019-12-08,58.0,34.0,7.0
2019-12-09,89.5,39.0,7.0
2019-12-10,98.5,41.0,6.0
2019-12-11,141.0,56.0,9.0
2019-12-12,57.0,45.0,6.0
2019-12-13,50.5,49.0,6.0
2019-12-14,57.5,40.0,5.0
2019-12-15,30.5,37.5,5.0
2019-12-16,63.0,30.0,5.0
2019-12-17,123.0,25.0,5.5
2019-12-18,91.0,28.0,5.0
2019-12-19,63.0,46.0,4.0
2019-12-20,71.0,43.0,6.0
2019-12-21,83.0,27.0,6.0
2019-12-22,137.5,65.0,9.0
2019-12-23,80.0,55.0,5.0
2019-12-24,69.0,33.0,5.0
2019-12-25,46.5,32.0,4.0
2019-12-26,91.0,55.0,7.0
2019-12-27,55.0,28.0,5.0
2019-12-28,56.0,47.0,6.0
2019-12-29,71.5,38.0,5.0
2019-12-30,64.0,13.5,4.0
2019-12-31,41.5,35.0,5.0
2020-01-01,28.5,36.0,3.0
2020-01-02,64.5,30.0,4.0
2020-01-03,75.5,38.0,4.0
2020-01-04,67.5,44.0,4.0
2020-01-05,26.0,26.5,4.0
2020-01-06,42.0,28.0,4.0
2020-01-07,100.5,32.0,6.0
2020-01-08,76.5,34.0,6.0
2020-01-09,39.0,39.0,4.0
2020-01-10,58.5,42.0,5.0
2020-01-11,101.5,49.0,6.0
2020-01-12,58.0,40.0,5.0
2020-01-13,54.0,33.0,5.0
2020-01-14,47.5,33.0,4.0
2020-01-15,35.5,40.0,4.0
2020-01-16,58.5,43.0,4.0
2020-01-17,63.5,33.0,5.0
2020-01-18,53.5,24.0,5.0
2020-01-19,46.0,39.0,5.0
2020-01-20,69.0,29.0,5.0
2020-01-21,43.5,33.0,4.0
2020-01-22,70.5,39.0,4.0
2020-01-23,56.5,31.0,4.0
2020-01-24,38.0,22.0,4.0
2020-01-25,22.5,21.0,4.0
2020-01-26,27.0,11.0,4.0
2020-01-27,25.0,10.0,4.0
2020-01-28,25.5,11.0,4.0
2020-01-29,34.0,20.0,5.0
2020-01-30,47.0,23.5,5.0
2020-01-31,48.0,29.0,5.0
2020-02-01,44.0,33.0,5.0
2020-02-02,23.0,35.0,4.0
2020-02-03,36.0,30.0,4.0
2020-02-04,40.5,21.0,4.0
2020-02-05,29.5,19.0,3.0
2020-02-06,29.0,30.0,4.0
2020-02-07,45.5,34.0,4.0
2020-02-08,32.5,10.0,4.0
2020-02-09,27.0,17.0,4.0
2020-02-10,42.0,28.0,4.0
2020-02-11,46.0,36.0,4.0
2020-02-12,84.5,52.0,6.0
2020-02-13,92.0,19.0,3.0
2020-02-14,50.5,18.0,4.0
2020-02-15,46.0,26.0,4.0
2020-02-16,24.5,8.0,4.0
2020-02-17,32.5,15.0,5.0
2020-02-18,38.0,21.0,5.0
2020-02-19,43.5,27.0,5.0
2020-02-20,48.5,27.0,4.0
2020-02-21,44.5,22.0,4.0
2020-02-22,87.0,34.0,7.0
2020-02-23,20.5,38.0,5.0
2020-02-24,29.0,47.0,5.0
2020-02-25,62.0,34.0,5.0
2020-02-26,94.0,24.5,7.0
2020-02-27,33.5,23.5,4.0
2020-02-28,41.5,27.0,5.0
2020-02-29,79.0,24.0,6.0
2020-03-01,79.0,24.0,6.0
2020-03-02,29.5,27.0,4.0
2020-03-03,30.5,30.0,5.0
2020-03-04,45.5,17.0,5.0
2020-03-05,33.0,12.0,3.0
2020-03-06,30.5,31.0,5.0
2020-03-07,50.5,34.0,5.0
2020-03-08,34.0,25.0,4.0
2020-03-09,55.5,24.0,5.0
2020-03-10,44.0,20.0,5.0
2020-03-11,29.0,28.5,5.0
2020-03-12,39.5,54.0,5.0
2020-03-13,52.5,40.0,5.0
2020-03-14,42.0,21.0,6.0
2020-03-15,26.0,42.0,6.0
2020-03-16,29.5,50.0,5.0
2020-03-17,39.5,50.0,4.0
2020-03-18,62.0,42.0,4.0
2020-03-19,67.0,23.0,4.0
2020-03-20,56.0,33.0,4.0
2020-03-21,53.5,54.0,3.0
2020-03-22,58.0,27.0,5.0
2020-03-23,68.5,24.0,6.0
2020-03-24,38.0,33.0,4.0
2020-03-25,32.0,28.0,4.0
2020-03-26,47.5,26.0,5.0
2020-03-27,54.0,23.0,5.0
2020-03-28,71.5,22.0,5.0
2020-03-29,21.0,27.0,4.0
2020-03-30,71.0,20.0,5.0
2020-03-31,107.0,16.0,5.0
2020-04-01,72.0,20.0,4.0
2020-04-02,24.5,25.0,3.0
2020-04-03,38.0,27.0,3.0
2020-04-04,38.0,14.0,3.0
2020-04-05,27.0,18.0,3.0
2020-04-06,55.0,17.0,3.0
2020-04-07,63.5,15.0,5.0
2020-04-08,41.0,25.0,4.0
2020-04-09,63.0,30.0,5.0
2020-04-10,26.0,32.0,4.0
2020-04-11,52.5,47.0,4.0
2020-04-12,22.0,19.0,4.0
2020-04-13,35.5,27.0,5.0
2020-04-14,59.0,35.0,5.0
2020-04-15,71.5,42.0,7.0
2020-04-16,65.0,33.0,6.0
2020-04-17,47.0,27.0,5.0
2020-04-18,60.5,34.0,5.0
2020-04-19,40.0,27.0,5.0
2020-04-20,52.0,17.0,6.0
2020-04-21,42.5,16.0,4.0
2020-04-22,31.5,13.0,4.0
2020-04-23,36.0,14.0,4.0
2020-04-24,49.0,19.0,4.0
2020-04-25,66.5,30.0,5.0
2020-04-26,70.5,70.0,8.0
2020-04-27,71.0,51.0,6.0
2020-04-28,43.5,36.0,5.0
2020-04-29,46.0,38.0,4.0
2020-04-30,57.0,34.0,6.0
2020-05-01,46.5,27.0,7.0
2020-05-02,52.0,25.0,7.0
2020-05-03,34.5,20.0,5.0
2020-05-04,40.5,16.0,6.0
2020-05-05,34.5,13.0,5.0
2020-05-06,40.5,14.0,5.0
2020-05-07,37.5,11.0,4.5
2020-05-08,35.5,10.0,4.0
2020-05-09,38.0,11.0,4.0
2020-05-10,36.0,14.0,4.0
2020-05-11,59.0,21.5,5.0
2020-05-12,70.5,31.0,5.0
2020-05-13,40.5,40.0,4.0
2020-05-14,27.5,32.0,3.0
2020-05-15,36.5,21.0,3.0
2020-05-16,44.5,15.0,4.0
2020-05-17,34.5,13.0,4.0
2020-05-18,56.0,12.0,5.0
2020-05-19,46.5,15.0,4.0
2020-05-20,30.5,17.0,4.0
2020-05-21,56.0,15.0,4.0
2020-05-22,54.5,19.0,4.0
2020-05-23,33.5,10.0,3.0
2020-05-24,28.0,11.5,3.0
2020-05-25,58.0,13.0,3.0
2020-05-26,66.0,21.0,5.0
2020-05-27,92.0,29.0,6.0
2020-05-28,44.0,25.0,3.0
2020-05-29,44.0,19.0,4.0
2020-05-30,78.0,12.0,4.0
2020-05-31,38.0,15.0,3.5
2020-06-01,44.5,13.0,4.0
2020-06-02,49.0,11.0,3.0
2020-06-03,34.5,13.0,4.0
2020-06-04,34.0,12.0,4.0
2020-06-05,31.0,13.0,4.0
2020-06-06,60.0,10.0,4.0
2020-06-07,46.0,13.0,4.0
2020-06-08,64.5,17.0,3.0
2020-06-09,48.5,17.0,3.0
2020-06-10,41.5,14.0,4.0
2020-06-11,42.0,10.0,4.0
2020-06-12,44.5,9.0,4.0
2020-06-13,25.5,12.0,2.0
2020-06-14,25.0,10.0,3.0
2020-06-15,36.5,14.0,4.0
2020-06-16,41.0,12.0,4.0
2020-06-17,41.5,9.0,4.0
2020-06-18,36.0,10.0,4.0
2020-06-19,40.0,10.0,5.0
2020-06-20,35.5,10.0,5.0
2020-06-21,24.5,8.0,4.0
2020-06-22,31.0,14.0,4.0
2020-06-23,32.0,14.0,4.0
2020-06-24,30.5,14.0,4.0
2020-06-25,21.0,11.0,4.0
2020-06-26,31.5,12.0,4.0
2020-06-27,35.0,10.0,4.0
2020-06-28,31.0,8.0,5.0
2020-06-29,44.0,9.0,5.0
2020-06-30,48.0,7.0,5.0
2020-07-01,27.0,6.0,5.0
2020-07-02,32.0,10.0,4.0
2020-07-03,52.0,12.0,4.0
2020-07-04,43.0,13.0,4.0
2020-07-05,27.5,11.0,4.0
2020-07-06,31.0,11.0,4.5
2020-07-07,36.5,11.0,4.0
2020-07-08,31.5,15.0,4.0
2020-07-09,26.0,18.0,4.0
2020-07-10,29.0,17.0,4.0
2020-07-11,29.0,16.0,3.0
2020-07-12,28.0,11.0,4.0
2020-07-13,40.0,10.0,4.0
2020-07-14,42.0,15.0,5.0
2020-07-15,34.5,11.0,5.0
2020-07-16,28.0,10.0,4.0
2020-07-17,35.0,10.0,4.0
2020-07-18,30.5,8.0,4.0
2020-07-19,24.0,8.0,4.0
2020-07-20,40.5,9.0,4.5
2020-07-21,42.5,9.0,4.0
2020-07-22,38.0,8.0,3.0
2020-07-23,47.0,9.0,5.0
2020-07-24,45.0,9.0,5.0
2020-07-25,41.5,10.0,5.0
2020-07-26,30.5,9.0,4.0
2020-07-27,32.0,9.0,3.0
2020-07-28,38.0,9.0,4.0
2020-07-29,46.0,10.0,4.0
2020-07-30,29.5,11.0,4.0
2020-07-31,22.5,13.0,4.0
2020-08-01,22.0,10.0,3.0
2020-08-02,18.5,7.0,3.0
2020-08-03,53.0,7.0,3.0
2020-08-04,56.0,9.0,3.0
2020-08-05,51.0,9.5,4.0
2020-08-06,36.0,10.5,3.0
2020-08-07,31.0,12.0,4.0
2020-08-08,32.0,12.0,4.0
2020-08-09,37.5,10.0,5.0
2020-08-10,44.0,11.0,6.0
2020-08-11,41.0,9.0,4.0
2020-08-12,43.0,10.0,4.0
2020-08-13,45.5,12.0,4.0
2020-08-14,48.5,12.0,4.0
2020-08-15,44.0,10.0,5.0
2020-08-16,25.0,11.0,4.0
2020-08-17,40.5,14.0,4.0
2020-08-18,45.5,17.0,4.0
2020-08-19,32.0,9.0,3.0
2020-08-20,37.5,14.0,4.0
2020-08-21,50.5,31.0,5.0
2020-08-22,58.5,34.0,6.0
2020-08-23,46.5,18.0,5.0
2020-08-24,43.5,17.0,6.0
2020-08-25,34.5,18.0,4.0
2020-08-26,38.0,17.0,3.0
2020-08-27,53.0,23.0,4.0
2020-08-28,53.5,30.0,4.0
2020-08-29,49.5,32.0,4.0
2020-08-30,39.0,33.0,4.0
2020-08-31,44.5,22.0,4.0
2020-09-01,60.0,37.0,6.0
2020-09-02,63.5,45.0,7.0
2020-09-03,75.0,53.5,5.0
2020-09-04,53.5,36.5,3.0
2020-09-05,51.5,21.5,3.0
2020-09-06,40.5,19.5,3.0
2020-09-07,49.5,13.0,3.0
2020-09-08,67.5,9.0,3.0
2020-09-09,70.0,14.5,3.0
2020-09-10,73.5,14.5,4.0
2020-09-11,61.5,12.0,4.0
2020-09-12,54.0,15.0,4.0
2020-09-13,32.0,13.0,3.0
2020-09-14,31.0,18.5,3.0
2020-09-15,47.0,13.0,3.0
2020-09-16,32.5,12.0,3.0
2020-09-17,29.5,13.0,3.0
2020-09-18,32.5,11.0,3.0
2020-09-19,47.5,11.0,2.0
2020-09-20,37.0,11.0,2.0
2020-09-21,41.0,11.0,2.0
2020-09-22,36.5,22.0,3.0
2020-09-23,38.5,21.0,2.0
2020-09-24,49.5,22.0,3.0
2020-09-25,47.5,26.0,3.0
2020-09-26,28.5,31.0,3.0
2020-09-27,19.0,25.0,3.0
2020-09-28,34.0,20.0,2.0
2020-09-29,40.0,21.0,3.0
2020-09-30,50.0,16.0,3.0
2020-10-01,21.0,24.0,2.5
2020-10-02,21.0,29.5,3.0
2020-10-03,35.0,26.5,3.0
2020-10-04,39.0,30.0,4.0
2020-10-05,35.5,27.0,3.0
2020-10-06,37.5,29.0,3.0
2020-10-07,39.0,24.0,3.0
2020-10-08,38.0,28.0,3.0
2020-10-09,42.0,37.0,4.0
2020-10-10,42.0,41.0,5.0
2020-10-11,33.0,39.0,4.0
2020-10-12,36.5,35.0,4.0
2020-10-13,13.0,17.0,3.0
2020-10-14,27.5,30.0,3.0
2020-10-15,30.0,31.0,3.0
2020-10-16,40.0,35.0,4.0
2020-10-17,39.5,33.0,4.0
2020-10-18,29.0,28.0,4.0
2020-10-19,39.5,33.0,4.0
